text,sentiment,clean_text
@JetBlue on flight 622 from Nassau to JFK. Not showing Cancelled Flightled yet but assuming it will be? Any info?,neutral,on flight 622 from nassau to jfk  not showing cancelled flightled yet but assuming it will be  any info 
@SouthwestAir thank you for handling this for me. Glad Southwest cares about what it's flyers think!,positive,thank you for handling this for me  glad southwest cares about what it s flyers think 
@united worst flying experience ever and they tried to blame it on ATC?! I watched them load bags for 30min after boarding 45min Late Flight,negative,worst flying experience ever and they tried to blame it on atc   i watched them load bags for 30min after boarding 45min late flight
@united Outbound 2 bags 70 lbs bags Returning home 1 bag 50 lbs. What is your logic? And WHY? Am I writing to a Machine? Human HELP required,negative,outbound 2 bags 70 lbs bags returning home 1 bag 50 lbs  what is your logic  and why  am i writing to a machine  human help required
@USAirways Thanks for Cancelled Flighting my flight tomorrow and not reFlight Booking Problems me on another one. #usairwaysfail,negative,thanks for cancelled flighting my flight tomorrow and not reflight booking problems me on another one   usairwaysfail
"@JetBlue understand that, but this policy of targeting your passengers is not good for business and should be addressed with security",negative,understand that  but this policy of targeting your passengers is not good for business and should be addressed with security
"@AmericanAir flight from PHL to Austin Cancelled Flighted, headed to Houston, delayed, now have to pay to rent a car and drive 3 hrs to Austin",negative,flight from phl to austin cancelled flighted  headed to houston  delayed  now have to pay to rent a car and drive 3 hrs to austin
@VirginAmerica I don’t use Passbook =/ I still love you though &lt;3 :) I’ll just use my email in the future.,positive,i don t use passbook    i still love you though  lt 3    i ll just use my email in the future 
@JetBlue can you DM?,neutral,can you dm 
@JetBlue no I asked. Either way it doesn't make the flight less delayed.,negative,no i asked  either way it doesn t make the flight less delayed 
@AmericanAir don't worry you won't steal my money again,negative,don t worry you won t steal my money again
@USAirways Im researching a flight &amp; noticed a small issue w/class of service between your site &amp; other sites. Could Reservations help me?,neutral,im researching a flight  amp  noticed a small issue w class of service between your site  amp  other sites  could reservations help me 
@SouthwestAir I have had 4 flights Cancelled Flightled through yall!!!! Im sick of it 😠😠,negative,i have had 4 flights cancelled flightled through yall     im sick of it   
@AmericanAir - don't understand why I have zero Flt info- no email- 2 he wait time on ph lines- so much for Advan Mem :(,negative,  don t understand why i have zero flt info  no email  2 he wait time on ph lines  so much for advan mem   
@AmericanAir leave our luggage in the baggage claim without any previous information! That's not the deal!! http://t.co/oTTy5rYMzD,negative,leave our luggage in the baggage claim without any previous information  that s not the deal  
"@united  found a group of people who actually hates people more than ISIS, thats right United Airlines.",negative,found a group of people who actually hates people more than isis  thats right united airlines 
@SouthwestAir just disconnected my call after 2.5 hours without even speaking to me. #octaviannightmare,negative,just disconnected my call after 2 5 hours without even speaking to me   octaviannightmare
@USAirways I have never been given a number for elite for usair. Only AA. I waited for 3 hours for an answer and by then my seat was gone.,negative,i have never been given a number for elite for usair  only aa  i waited for 3 hours for an answer and by then my seat was gone 
@JetBlue thanks for bringing my son home to me.,positive,thanks for bringing my son home to me 
"“@AmericanAir: @RussellsWriting Russ, please contact Reservations at 800-433-7300 for reFlight Booking Problems options.” Good luck with that!",negative,  americanair  russ  please contact reservations at 800 433 7300 for reflight booking problems options   good luck with that 
"@JetBlue okay. Names of SJ crew are Alamo, Tatiana. Keep telling me to hold, then leave desk. Ali told me he couldn't help bc going on break",negative,okay  names of sj crew are alamo  tatiana  keep telling me to hold  then leave desk  ali told me he couldn t help bc going on break
@united overbooked by FIFTY people?!? the worst.,negative,overbooked by fifty people    the worst 
@united who can tell me where they are?,negative,who can tell me where they are 
@USAirways Bag policy says stroller OR car seat.  We need to bring 2 car seats and 1 stroller.  Should I just call for details?,neutral,bag policy says stroller or car seat  we need to bring 2 car seats and 1 stroller  should i just call for details 
"@AmericanAir Not here yet, but I plan on it. If you could have them fly low and slow right in front of me, that would be great. ;-)",neutral,not here yet  but i plan on it  if you could have them fly low and slow right in front of me  that would be great     
"@USAirways flight US1562 from RIC2DFW was Cancelled Flightled yesterday &amp; I was on hold w/ cust. service from 6-10pm EST...4 hours, no answer...",negative,flight us1562 from ric2dfw was cancelled flightled yesterday  amp  i was on hold w  cust  service from 6 10pm est   4 hours  no answer   
@AmericanAir  please call us back to rebook!!! 7403607771. We need to get back to Columbus!!!!!! Please help,negative,please call us back to rebook    7403607771  we need to get back to columbus       please help
@AmericanAir I know. Just a little cold weather humor. :),neutral,i know  just a little cold weather humor    
"@USAirways usually ""sorry"" doesn't involve moving people to middle seats and removing them from upgrade lists. Guess that's a club perk.",negative,usually  sorry  doesn t involve moving people to middle seats and removing them from upgrade lists  guess that s a club perk 
"@usairways and @AmericanAir  4 days of Cancelled Flightations, I have driven to 3 airports in 3 different states, spent more on gas than my flight.",negative,and 4 days of cancelled flightations  i have driven to 3 airports in 3 different states  spent more on gas than my flight 
@united thank you.. Appreciate the response,positive,thank you   appreciate the response
@united problem is on laptop not phone,negative,problem is on laptop not phone
@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/D1eRGPdWsJ,neutral,ceo battles to appease passengers and wall street   waterbury republican american
@SouthwestAir and YOUR costumer service representative lied to me and ensured me the plane would be leaving by 330.. It's scheduled for 455,negative,and your costumer service representative lied to me and ensured me the plane would be leaving by 330   it s scheduled for 455
@SouthwestAir @flightspots about time! #mobileboarding is a must!,neutral,about time   mobileboarding is a must 
@AmericanAir On flt 1627 from DFW to FAT on 2/23 and it was 86'd. Can you rebook me on the 1359 flight tonight? Can't get through on phone.,neutral,on flt 1627 from dfw to fat on 2 23 and it was 86 d  can you rebook me on the 1359 flight tonight  can t get through on phone 
